# KID, Season, Target Table Number
757450,Q12M1,53
757450,Q12M2,54
757450,Q12M3,55
1025986,Q3M2,27
1160867,Q1,20
1161345,Q10M1,47
1161345,Q10M2,48
1161345,Q10M3,49
1161345,Q11M1,50
1161345,Q11M2,51
1161345,Q11M3,52
1161345,Q12M1,53
1161345,Q12M2,54
1161345,Q12M3,55
1161345,Q15M1,62
1161345,Q15M2,63
1161345,Q15M3,64
1161345,Q16M1,65
1161345,Q16M2,66
1161345,Q16M3,67
1162150,Q4M3,31
1292798,Q3M1,26
1293814,Q4M2,30
1294756,Q12M1,53
1294756,Q12M2,54
1294756,Q12M3,55
1430163,Q2M1,23
1430163,Q5M1,32
1430163,Q5M2,33
1430163,Q5M3,34
1432149,Q2M1,23
1432214,Q9M2,45
1433534,Q2M1,23
1435467,Q2M3,25
1435467,Q5M1,32
1435467,Q5M2,33
1435467,Q5M3,34
1435467,Q6M1,35
1435467,Q6M2,36
1435467,Q6M3,37
1435467,Q7M1,38
1435467,Q7M2,39
1435467,Q7M3,40
1435467,Q8M1,41
1435467,Q8M2,42
1435467,Q8M3,43
1435467,Q9M1,44
1435467,Q9M2,45
1435467,Q9M3,46
1435467,Q10M1,47
1435467,Q10M2,48
1435467,Q10M3,49
1435467,Q11M1,50
1435467,Q11M2,51
1435467,Q11M3,52
1435467,Q12M1,53
1435467,Q12M2,54
1435467,Q12M3,55
1435467,Q13M1,56
1435467,Q13M2,57
1435467,Q13M3,58
1435467,Q14M1,59
1435467,Q14M2,60
1435467,Q14M3,61
1435467,Q15M1,62
1435467,Q15M2,63
1435467,Q15M3,64
1435467,Q16M1,65
1435467,Q16M2,66
1435467,Q16M3,67
1435467,Q17M1,68
1435467,Q17M2,69
1435467,Q17M3,70
1570713,Q2M2,24
1571152,Q2M1,23
1571717,Q4M3,31
1572201,Q3M2,27
1577143,Q3M2,27
1718222,Q2M1,23
1718828,Q2M2,24
1724041,Q4M3,31
1724355,Q2M2,24
1725815,Q2M3,25
1849587,Q4M3,31
1864124,Q2M3,25
1868918,Q2M2,24
1870057,Q4M3,31
1871056,Q10M1,47
1871056,Q10M2,48
1871056,Q10M3,49
1871056,Q11M1,50
1871056,Q11M2,51
1871056,Q11M3,52
1871056,Q14M1,59
1871056,Q14M2,60
1871056,Q14M3,61
1871056,Q15M1,62
1871056,Q15M2,63
1871056,Q15M3,64
1872948,Q3M2,27
1996456,Q2M1,23
2010607,Q4M2,30
2010835,Q4M3,31
2014684,Q4M3,31
2014991,Q11M1,50
2014991,Q11M2,51
2014991,Q11M3,52
2020175,Q3M1,26
2158190,Q2M2,24
2158850,Q2M1,23
2159700,Q1,20
2162283,Q2M1,23
2162635,Q9M1,44
2162635,Q9M2,45
2162635,Q9M3,46
2162635,Q10M1,47
2162635,Q10M2,48
2162635,Q10M3,49
2162635,Q11M1,50
2162635,Q13M1,56
2162635,Q13M2,57
2162635,Q13M3,58
2162635,Q14M1,59
2162635,Q14M2,60
2162635,Q14M3,61
2162635,Q17M1,68
2162635,Q17M2,69
2162635,Q17M3,70
2166218,Q2M3,25
2168333,Q5M1,32
2168333,Q5M2,33
2168333,Q5M3,34
2300165,Q1,20
2301163,Q2M1,23
2301163,Q13M1,56
2301163,Q13M2,57
2301163,Q13M3,58
2302548,Q11M1,50
2302548,Q11M2,51
2302548,Q11M3,52
2302548,Q12M1,53
2302548,Q12M2,54
2302548,Q12M3,55
2302548,Q15M1,62
2302548,Q15M2,63
2302548,Q15M3,64
2304943,Q3M3,28
2306756,Q6M1,35
2306756,Q6M2,36
2306756,Q6M3,37
2306756,Q13M1,56
2306756,Q13M2,57
2306756,Q13M3,58
2306756,Q14M2,60
2307199,Q3M1,26
2307199,Q3M2,27
2307199,Q3M3,28
2307199,Q6M1,35
2307199,Q6M2,36
2307199,Q6M3,37
2307199,Q7M1,38
2309719,Q9M1,44
2309719,Q9M2,45
2309719,Q9M3,46
2309719,Q10M1,47
2309719,Q10M2,48
2309719,Q10M3,49
2309719,Q11M1,50
2309719,Q11M2,51
2309719,Q11M3,52
2309719,Q13M1,56
2309719,Q13M2,57
2309719,Q13M3,58
2309719,Q14M1,59
2309719,Q14M2,60
2309719,Q14M3,61
2309719,Q15M1,62
2309719,Q15M2,63
2309719,Q15M3,64
2424191,Q11M1,50
2424191,Q11M2,51
2424191,Q11M3,52
2436450,Q10M1,47
2436450,Q10M2,48
2436450,Q10M3,49
2436450,Q14M1,59
2436450,Q14M2,60
2436450,Q14M3,61
2436450,Q15M1,62
2436450,Q15M2,63
2436450,Q15M3,64
2437209,Q15M1,62
2437209,Q15M2,63
2437209,Q15M3,64
2437937,Q11M1,50
2437940,Q14M1,59
2437940,Q14M2,60
2437940,Q14M3,61
2437940,Q15M1,62
2437940,Q15M2,63
2437940,Q15M3,64
2437940,Q16M1,65
2437940,Q16M2,66
2437940,Q16M3,67
2437940,Q17M1,68
2437940,Q17M2,69
2437940,Q17M3,70
2438062,Q16M2,66
2438324,Q6M1,35
2438324,Q9M2,45
2438324,Q12M1,53
2438324,Q12M3,55
2438324,Q13M1,56
2438324,Q13M2,57
2438324,Q13M3,58
2438324,Q14M1,59
2438324,Q14M2,60
2438324,Q15M1,62
2438324,Q15M2,63
2438324,Q15M3,64
2438324,Q16M1,65
2438502,Q6M1,35
2438502,Q6M3,37
2438513,Q12M1,53
2438513,Q12M2,54
2438513,Q12M3,55
2438513,Q13M1,56
2438513,Q13M2,57
2438513,Q13M3,58
2438513,Q14M1,59
2438513,Q14M2,60
2438513,Q14M3,61
2438513,Q15M1,62
2438513,Q15M2,63
2438513,Q15M3,64
2438513,Q16M1,65
2438513,Q16M2,66
2438513,Q16M3,67
2439660,Q6M1,35
2439660,Q6M2,36
2439660,Q6M3,37
2439660,Q7M1,38
2439660,Q7M2,39
2439660,Q7M3,40
2439660,Q8M1,41
2439660,Q8M2,42
2439660,Q8M3,43
2439660,Q10M1,47
2439660,Q10M2,48
2439660,Q10M3,49
2439660,Q12M1,53
2439660,Q12M2,54
2439660,Q12M3,55
2439660,Q14M1,59
2439660,Q14M2,60
2439660,Q14M3,61
2439660,Q16M1,65
2439660,Q16M2,66
2439660,Q16M3,67
2441495,Q4M1,29
2441495,Q4M2,30
2441495,Q4M3,31
2441495,Q6M1,35
2441495,Q6M2,36
2441495,Q6M3,37
2443534,Q4M2,30
2443543,Q2M1,23
2444412,Q3M1,26
2444412,Q3M2,27
2444412,Q3M3,28
2444412,Q4M1,29
2444412,Q4M2,30
2444412,Q4M3,31
2444412,Q7M1,38
2444412,Q7M2,39
2444412,Q7M3,40
2444412,Q8M1,41
2444412,Q8M2,42
2444412,Q8M3,43
2444412,Q11M1,50
2444412,Q11M2,51
2444412,Q11M3,52
2444412,Q12M1,53
2444412,Q12M2,54
2444412,Q12M3,55
2444412,Q15M1,62
2444412,Q15M2,63
2444412,Q15M3,64
2444412,Q16M1,65
2444412,Q16M2,66
2444412,Q16M3,67
2446113,Q7M1,38
2446113,Q7M2,39
2446113,Q7M3,40
2447932,Q2M2,24
2448426,Q4M3,31
2450729,Q4M2,30
2556127,Q10M1,47
2556127,Q10M2,48
2556127,Q10M3,49
2557430,Q2M1,23
2557430,Q3M1,26
2558273,Q4M2,30
2569583,Q11M2,51
2569995,Q16M1,65
2569995,Q17M1,68
2571238,Q3M1,26
2571238,Q3M2,27
2571238,Q3M3,28
2571238,Q4M1,29
2571238,Q4M2,30
2571238,Q4M3,31
2571238,Q5M1,32
2571238,Q5M2,33
2571238,Q5M3,34
2571238,Q6M1,35
2571238,Q6M2,36
2571238,Q6M3,37
2571238,Q7M1,38
2571238,Q7M2,39
2571238,Q7M3,40
2571238,Q8M1,41
2571238,Q8M2,42
2571238,Q8M3,43
2571238,Q9M1,44
2571238,Q9M2,45
2571238,Q9M3,46
2571238,Q10M1,47
2571238,Q10M2,48
2571238,Q10M3,49
2571238,Q11M1,50
2571238,Q11M2,51
2571238,Q11M3,52
2571238,Q12M1,53
2571238,Q12M2,54
2571238,Q12M3,55
2571238,Q13M1,56
2571238,Q13M2,57
2571238,Q13M3,58
2571238,Q14M1,59
2571238,Q14M2,60
2571238,Q14M3,61
2571238,Q15M1,62
2571238,Q15M2,63
2571238,Q15M3,64
2571238,Q17M1,68
2571238,Q17M2,69
2571238,Q17M3,70
2571548,Q2M2,24
2571868,Q3M3,28
2573108,Q16M1,65
2573108,Q16M2,66
2573108,Q16M3,67
2573108,Q17M1,68
2573108,Q17M2,69
2573108,Q17M3,70
2578513,Q4M1,29
2578801,Q3M1,26
2578869,Q3M2,27
2580928,Q4M3,31
2581964,Q2M1,23
2583777,Q11M1,50
2583777,Q11M2,51
2583777,Q11M3,52
2584908,Q4M2,30
2692377,Q6M1,35
2692377,Q6M2,36
2692377,Q6M3,37
2692377,Q8M1,41
2692377,Q8M2,42
2692377,Q8M3,43
2692377,Q10M1,47
2692377,Q10M2,48
2692377,Q10M3,49
2692377,Q12M1,53
2692377,Q12M2,54
2692377,Q12M3,55
2692377,Q14M1,59
2692377,Q14M2,60
2692377,Q14M3,61
2692377,Q16M1,65
2692377,Q16M2,66
2692377,Q16M3,67
2693092,Q4M1,29
2693092,Q10M1,47
2693092,Q10M2,48
2693092,Q10M3,49
2693092,Q11M1,50
2693092,Q11M2,51
2693092,Q11M3,52
2693092,Q12M1,53
2693092,Q12M2,54
2693092,Q12M3,55
2694337,Q13M1,56
2694337,Q13M2,57
2694337,Q13M3,58
2694337,Q14M1,59
2694337,Q14M2,60
2694337,Q14M3,61
2694337,Q17M1,68
2694337,Q17M2,69
2694337,Q17M3,70
2695344,Q2M1,23
2696938,Q3M3,28
2696947,Q2M1,23
2697388,Q8M1,41
2697388,Q8M2,42
2697388,Q8M3,43
2697388,Q12M1,53
2697388,Q12M2,54
2697388,Q12M3,55
2697388,Q16M1,65
2697388,Q16M2,66
2697388,Q16M3,67
2707479,Q2M1,23
2707479,Q5M1,32
2707479,Q5M2,33
2707479,Q5M3,34
2707479,Q12M1,53
2707479,Q12M2,54
2707479,Q12M3,55
2707479,Q13M1,56
2707479,Q13M2,57
2707479,Q13M3,58
2707479,Q14M1,59
2707479,Q14M2,60
2707479,Q14M3,61
2707479,Q16M1,65
2707479,Q16M2,66
2707479,Q16M3,67
2707479,Q17M1,68
2707479,Q17M2,69
2707479,Q17M3,70
2709654,Q4M3,31
2714807,Q1,20
2717141,Q9M1,44
2717141,Q9M2,45
2717141,Q9M3,46
2718678,Q1,20
2722192,Q4M3,31
2832215,Q3M3,28
2834379,Q3M3,28
2835289,Q17M1,68
2835289,Q17M2,69
2835289,Q17M3,70
2837133,Q2M3,25
2837475,Q2M2,24
2837475,Q5M1,32
2837475,Q5M2,33
2837475,Q5M3,34
2837475,Q6M1,35
2837475,Q6M2,36
2837475,Q6M3,37
2837475,Q8M1,41
2837475,Q8M2,42
2837475,Q8M3,43
2837475,Q9M1,44
2837475,Q9M2,45
2837475,Q9M3,46
2837475,Q10M1,47
2837475,Q10M2,48
2837475,Q10M3,49
2837475,Q11M1,50
2837475,Q11M2,51
2837475,Q11M3,52
2837475,Q12M1,53
2837475,Q12M2,54
2837475,Q12M3,55
2837475,Q13M1,56
2837475,Q13M2,57
2837475,Q13M3,58
2837475,Q14M1,59
2837475,Q14M2,60
2837475,Q14M3,61
2837475,Q15M1,62
2837475,Q15M2,63
2837475,Q15M3,64
2837475,Q16M1,65
2837475,Q16M2,66
2837475,Q16M3,67
2837475,Q17M1,68
2837475,Q17M2,69
2837475,Q17M3,70
2847383,Q4M3,31
2849125,Q4M2,30
2849640,Q11M1,50
2849805,Q9M1,44
2849969,Q2M2,24
2850093,Q3M2,27
2852862,Q1,20
2852862,Q8M1,41
2852862,Q8M2,42
2852862,Q8M3,43
2852862,Q11M1,50
2852862,Q11M2,51
2852862,Q11M3,52
2852961,Q4M2,30
2853093,Q11M1,50
2854795,Q4M1,29
2854914,Q9M1,44
2854914,Q9M2,45
2856795,Q2M1,23
2859567,Q3M1,26
2859567,Q11M1,50
2859567,Q11M2,51
2859567,Q11M3,52
2859567,Q12M1,53
2859567,Q12M2,54
2859567,Q12M3,55
2859567,Q13M1,56
2859567,Q13M2,57
2859567,Q13M3,58
2859567,Q14M1,59
2859567,Q14M2,60
2859567,Q14M3,61
2859567,Q15M1,62
2859567,Q15M2,63
2859567,Q15M3,64
2859567,Q16M1,65
2859567,Q16M2,66
2859567,Q16M3,67
2859567,Q17M1,68
2859567,Q17M2,69
2859567,Q17M3,70
2860936,Q3M2,27
2865774,Q1,20
2987027,Q5M1,32
2987027,Q5M2,33
2987027,Q5M3,34
2987027,Q6M1,35
2987027,Q6M2,36
2987027,Q6M3,37
2987027,Q7M1,38
2987466,Q3M3,28
2987660,Q3M1,26
2988144,Q1,20
2991448,Q2M2,24
2991548,Q1,20
2992960,Q1,20
2995460,Q1,20
2996232,Q2M1,23
2998253,Q4M1,29
3097346,Q6M1,35
3097346,Q6M2,36
3097346,Q6M3,37
3097346,Q8M1,41
3097346,Q8M2,42
3097346,Q8M3,43
3097912,Q2M2,24
3100219,Q4M2,30
3101129,Q1,20
3102384,Q4M1,29
3102384,Q6M1,35
3102384,Q6M2,36
3102384,Q6M3,37
3102384,Q8M1,41
3102384,Q8M2,42
3102384,Q8M3,43
3102384,Q9M1,44
3102384,Q9M2,45
3102384,Q9M3,46
3102384,Q10M1,47
3102384,Q10M2,48
3102384,Q10M3,49
3102384,Q11M1,50
3102384,Q11M2,51
3102384,Q11M3,52
3102384,Q12M1,53
3102384,Q12M2,54
3102384,Q12M3,55
3102384,Q15M1,62
3102384,Q15M2,63
3102384,Q15M3,64
3102384,Q16M1,65
3102384,Q16M2,66
3102384,Q16M3,67
3102384,Q17M1,68
3102384,Q17M2,69
3102384,Q17M3,70
3102595,Q3M3,28
3109550,Q15M1,62
3109550,Q15M2,63
3109550,Q15M3,64
3109550,Q16M1,65
3109550,Q16M2,66
3109550,Q16M3,67
3109825,Q17M3,70
3111383,Q1,20
3111383,Q5M1,32
3111383,Q5M2,33
3111383,Q5M3,34
3111383,Q6M1,35
3111383,Q6M2,36
3111383,Q6M3,37
3112152,Q2M3,25
3112889,Q4M1,29
3114661,Q7M1,38
3114661,Q7M2,39
3114661,Q7M3,40
3114811,Q9M2,45
3114811,Q17M1,68
3114811,Q17M2,69
3114811,Q17M3,70
3115178,Q3M1,26
3115435,Q2M3,25
3116412,Q9M3,46
3119227,Q3M3,28
3119256,Q3M3,28
3119604,Q4M1,29
3120128,Q4M1,29
3120320,Q2M1,23
3120320,Q2M3,25
3120676,Q1,20
3122188,Q4M1,29
3124465,Q1,20
3127817,Q4M2,30
3128488,Q1,20
3128793,Q13M1,56
3128793,Q13M2,57
3128793,Q13M3,58
3217264,Q15M1,62
3217264,Q15M2,63
3217264,Q15M3,64
3219256,Q3M2,27
3219256,Q5M1,32
3219256,Q5M2,33
3219256,Q5M3,34
3219256,Q7M1,38
3219256,Q7M2,39
3219256,Q7M3,40
3219256,Q8M1,41
3219256,Q8M2,42
3219256,Q8M3,43
3219256,Q9M1,44
3219256,Q9M2,45
3219256,Q9M3,46
3219256,Q10M1,47
3219256,Q10M2,48
3219256,Q10M3,49
3219256,Q11M1,50
3219256,Q11M2,51
3219256,Q11M3,52
3219256,Q12M1,53
3219256,Q12M2,54
3219256,Q12M3,55
3219256,Q13M1,56
3219256,Q13M2,57
3219256,Q13M3,58
3219256,Q14M1,59
3219256,Q14M2,60
3219256,Q14M3,61
3219256,Q15M1,62
3219256,Q15M2,63
3219256,Q15M3,64
3219256,Q16M1,65
3219256,Q16M2,66
3219256,Q16M3,67
3219256,Q17M1,68
3219256,Q17M2,69
3219256,Q17M3,70
3220719,Q2M2,24
3221239,Q2M1,23
3221671,Q1,20
3222519,Q1,20
3223000,Q1,20
3223460,Q14M2,60
3230050,Q4M2,30
3230227,Q1,20
3230227,Q2M1,23
3230227,Q5M1,32
3230227,Q5M2,33
3230227,Q5M3,34
3230578,Q7M1,38
3230578,Q7M2,39
3230578,Q7M3,40
3230787,Q5M1,32
3231341,Q11M1,50
3231341,Q11M3,52
3231341,Q13M3,58
3231341,Q14M1,59
3231341,Q14M2,60
3231341,Q14M3,61
3231341,Q15M1,62
3231341,Q15M2,63
3231341,Q17M1,68
3231341,Q17M2,69
3239926,Q2M2,24
3239945,Q11M1,50
3239945,Q11M2,51
3239945,Q11M3,52
3239945,Q15M1,62
3239945,Q15M2,63
3239945,Q15M3,64
3240670,Q2M1,23
3241299,Q1,20
3241581,Q3M2,27
3241619,Q4M3,31
3246984,Q8M1,41
3246984,Q8M2,42
3246984,Q8M3,43
3247396,Q4M1,29
3247396,Q4M2,30
3247396,Q4M3,31
3247396,Q5M1,32
3247396,Q5M2,33
3247396,Q5M3,34
3247396,Q7M2,39
3248033,Q2M1,23
3248033,Q2M2,24
3248033,Q2M3,25
3323887,Q7M1,38
3323887,Q7M2,39
3323887,Q7M3,40
3323887,Q11M1,50
3323887,Q11M2,51
3323887,Q11M3,52
3323887,Q15M1,62
3323887,Q15M2,63
3323887,Q15M3,64
3327681,Q4M3,31
3327769,Q3M1,26
3328295,Q2M2,24
3329196,Q4M1,29
3329439,Q3M2,27
3331147,Q12M1,53
3331147,Q12M2,54
3331147,Q12M3,55
3335816,Q4M1,29
3337002,Q4M2,30
3338674,Q5M1,32
3338885,Q17M1,68
3338885,Q17M2,69
3338885,Q17M3,70
3339186,Q3M1,26
3342463,Q8M2,42
3347643,Q2M2,24
3424493,Q2M3,25
3424541,Q5M1,32
3424541,Q5M2,33
3424541,Q5M3,34
3424541,Q8M1,41
3424541,Q8M2,42
3424541,Q8M3,43
3424541,Q9M1,44
3424541,Q9M2,45
3424541,Q9M3,46
3424541,Q10M1,47
3424541,Q10M2,48
3424541,Q10M3,49
3424541,Q11M1,50
3424541,Q11M2,51
3424541,Q11M3,52
3424541,Q12M1,53
3424541,Q12M2,54
3424541,Q12M3,55
3424541,Q13M1,56
3424541,Q13M2,57
3424541,Q13M3,58
3424541,Q14M1,59
3424541,Q14M2,60
3424541,Q14M3,61
3424541,Q15M1,62
3424541,Q15M2,63
3424541,Q15M3,64
3424541,Q16M1,65
3424541,Q16M2,66
3424541,Q16M3,67
3424541,Q17M1,68
3424541,Q17M2,69
3424541,Q17M3,70
3425802,Q2M1,23
3425851,Q7M1,38
3425851,Q8M1,41
3425851,Q8M2,42
3425851,Q8M3,43
3427720,Q1,20
3427720,Q5M1,32
3427720,Q5M2,33
3427720,Q5M3,34
3427720,Q6M1,35
3427720,Q6M2,36
3427720,Q6M3,37
3427720,Q7M1,38
3427720,Q7M2,39
3427720,Q7M3,40
3427720,Q8M1,41
3427720,Q8M2,42
3427720,Q8M3,43
3427720,Q9M1,44
3427720,Q9M2,45
3427720,Q9M3,46
3427720,Q10M1,47
3427720,Q10M2,48
3427720,Q10M3,49
3427720,Q11M1,50
3427720,Q11M2,51
3427720,Q11M3,52
3427720,Q12M1,53
3427720,Q12M2,54
3427720,Q12M3,55
3427720,Q13M1,56
3427720,Q13M2,57
3427720,Q13M3,58
3427720,Q14M1,59
3427720,Q14M2,60
3427720,Q14M3,61
3427720,Q15M1,62
3427720,Q15M2,63
3427720,Q15M3,64
3427720,Q16M1,65
3427720,Q16M2,66
3427720,Q16M3,67
3427720,Q17M1,68
3427720,Q17M2,69
3427720,Q17M3,70
3429205,Q8M1,41
3429205,Q8M2,42
3429205,Q8M3,43
3429205,Q10M1,47
3429205,Q11M1,50
3429205,Q11M2,51
3429205,Q11M3,52
3429205,Q12M1,53
3429205,Q12M3,55
3429205,Q13M1,56
3429205,Q13M2,57
3429205,Q13M3,58
3429205,Q14M2,60
3429205,Q15M1,62
3429205,Q15M2,63
3429205,Q15M3,64
3429205,Q17M1,68
3429205,Q17M2,69
3429205,Q17M3,70
3429637,Q7M1,38
3429637,Q7M2,39
3429637,Q7M3,40
3429637,Q8M1,41
3429637,Q8M2,42
3429637,Q8M3,43
3429637,Q9M1,44
3429637,Q9M2,45
3429637,Q9M3,46
3429637,Q10M1,47
3429637,Q10M2,48
3429637,Q10M3,49
3430868,Q2M2,24
3431597,Q2M1,23
3437637,Q4M2,30
3437940,Q3M2,27
3438633,Q4M2,30
3438975,Q6M1,35
3438975,Q6M2,36
3438975,Q6M3,37
3438975,Q7M1,38
3438975,Q7M2,39
3438975,Q7M3,40
3438975,Q8M1,41
3438975,Q8M2,42
3438975,Q8M3,43
3439031,Q2M3,25
3439031,Q4M2,30
3439031,Q11M1,50
3439031,Q11M2,51
3439031,Q11M3,52
3439031,Q12M1,53
3439031,Q12M2,54
3439031,Q12M3,55
3440230,Q14M2,60
3441784,Q9M1,44
3442055,Q9M1,44
3443519,Q4M3,31
3443790,Q4M1,29
3444588,Q10M1,47
3444588,Q10M2,48
3444588,Q10M3,49
3446746,Q8M2,42
3447722,Q13M1,56
3447722,Q13M2,57
3447722,Q13M3,58
3447722,Q15M1,62
3447722,Q15M2,63
3447722,Q15M3,64
3447722,Q17M1,68
3447722,Q17M2,69
3447722,Q17M3,70
3453494,Q2M3,25
3453494,Q8M1,41
3453494,Q8M2,42
3453494,Q8M3,43
3453682,Q4M3,31
3455483,Q2M1,23
3456181,Q2M1,23
3456181,Q9M1,44
3456181,Q9M2,45
3456181,Q9M3,46
3456181,Q11M1,50
3456181,Q11M2,51
3456181,Q11M3,52
3458028,Q2M3,25
3458028,Q13M1,56
3458028,Q13M2,57
3458028,Q13M3,58
3458028,Q17M1,68
3458028,Q17M2,69
3458028,Q17M3,70
3459199,Q4M2,30
3527751,Q5M1,32
3527751,Q5M2,33
3527751,Q5M3,34
3527751,Q7M1,38
3527751,Q7M2,39
3527751,Q7M3,40
3527751,Q8M1,41
3527751,Q8M2,42
3527751,Q8M3,43
3527751,Q9M1,44
3527751,Q9M2,45
3527751,Q9M3,46
3527751,Q11M1,50
3527751,Q11M2,51
3527751,Q11M3,52
3527751,Q12M1,53
3527751,Q12M2,54
3527751,Q12M3,55
3527751,Q13M1,56
3527751,Q13M2,57
3527751,Q13M3,58
3527751,Q15M1,62
3527751,Q15M2,63
3527751,Q15M3,64
3527751,Q16M1,65
3527751,Q16M2,66
3527751,Q16M3,67
3527751,Q17M1,68
3527751,Q17M2,69
3527751,Q17M3,70
3527862,Q1,20
3528978,Q2M3,25
3531558,Q3M1,26
3531558,Q3M2,27
3531558,Q3M3,28
3531558,Q4M1,29
3531558,Q4M2,30
3531558,Q4M3,31
3531558,Q5M1,32
3531558,Q5M2,33
3531558,Q5M3,34
3531558,Q6M1,35
3531558,Q6M2,36
3531558,Q6M3,37
3531558,Q7M1,38
3531558,Q7M2,39
3531558,Q7M3,40
3531558,Q8M1,41
3531558,Q8M2,42
3531558,Q8M3,43
3532985,Q3M1,26
3533464,Q4M1,29
3539153,Q2M3,25
3539632,Q11M1,50
3539632,Q11M2,51
3539632,Q11M3,52
3539778,Q2M2,24
3540672,Q2M1,23
3540728,Q10M1,47
3540728,Q10M2,48
3540728,Q10M3,49
3542573,Q4M2,30
3544595,Q4M1,29
3544595,Q4M2,30
3544595,Q4M3,31
3544595,Q8M1,41
3544595,Q8M2,42
3544595,Q8M3,43
3544595,Q11M1,50
3544595,Q11M2,51
3544595,Q11M3,52
3544595,Q12M1,53
3544595,Q12M2,54
3544595,Q12M3,55
3544595,Q13M1,56
3544595,Q13M2,57
3544595,Q13M3,58
3544595,Q15M1,62
3544595,Q15M2,63
3544595,Q15M3,64
3544595,Q16M1,65
3544595,Q16M2,66
3544595,Q16M3,67
3544595,Q17M1,68
3544595,Q17M2,69
3544595,Q17M3,70
3545478,Q9M1,44
3545478,Q9M2,45
3545478,Q9M3,46
3545478,Q10M1,47
3545478,Q10M2,48
3545478,Q10M3,49
3545478,Q12M2,54
3545478,Q13M1,56
3545478,Q13M2,57
3545478,Q13M3,58
3547091,Q11M1,50
3547091,Q11M2,51
3547091,Q11M3,52
3547091,Q12M1,53
3547091,Q12M2,54
3547091,Q12M3,55
3547794,Q2M1,23
3554031,Q12M1,53
3554031,Q12M2,54
3554031,Q12M3,55
3557421,Q17M3,70
3558145,Q4M3,31
3559635,Q3M2,27
3632418,Q2M3,25
3632418,Q5M1,32
3632418,Q5M2,33
3632418,Q5M3,34
3632418,Q6M1,35
3632418,Q6M2,36
3632418,Q6M3,37
3632418,Q7M1,38
3632418,Q7M2,39
3632418,Q7M3,40
3632418,Q8M1,41
3632418,Q8M2,42
3632418,Q8M3,43
3632418,Q9M1,44
3632418,Q9M2,45
3632418,Q9M3,46
3632418,Q10M1,47
3632418,Q10M2,48
3632418,Q10M3,49
3632418,Q11M1,50
3632418,Q11M2,51
3632418,Q11M3,52
3632418,Q12M1,53
3632418,Q12M2,54
3632418,Q12M3,55
3632418,Q13M1,56
3632418,Q13M2,57
3632418,Q13M3,58
3632418,Q14M1,59
3632418,Q14M2,60
3632418,Q14M3,61
3632418,Q15M1,62
3632418,Q15M2,63
3632418,Q15M3,64
3632418,Q16M1,65
3632418,Q16M2,66
3632418,Q16M3,67
3632418,Q17M1,68
3632418,Q17M2,69
3632418,Q17M3,70
3633538,Q2M1,23
3633538,Q6M1,35
3633538,Q6M2,36
3633538,Q6M3,37
3633694,Q2M3,25
3634384,Q2M1,23
3634384,Q7M1,38
3634384,Q7M2,39
3634384,Q7M3,40
3640905,Q9M1,44
3640905,Q9M2,45
3640905,Q9M3,46
3640905,Q10M1,47
3640905,Q10M2,48
3640905,Q10M3,49
3640905,Q11M1,50
3640905,Q11M2,51
3640905,Q11M3,52
3640905,Q12M1,53
3640905,Q12M2,54
3640905,Q12M3,55
3640905,Q13M1,56
3640905,Q13M2,57
3640905,Q13M3,58
3640905,Q14M1,59
3640905,Q14M2,60
3640905,Q14M3,61
3640905,Q15M1,62
3640905,Q15M2,63
3640905,Q15M3,64
3640905,Q16M1,65
3640905,Q16M2,66
3640905,Q16M3,67
3640905,Q17M1,68
3640905,Q17M2,69
3640905,Q17M3,70
3641446,Q4M1,29
3642289,Q6M1,35
3642289,Q6M2,36
3642289,Q6M3,37
3642289,Q7M1,38
3642422,Q4M1,29
3643799,Q2M3,25
3644116,Q4M2,30
3644223,Q2M2,24
3644523,Q9M1,44
3644523,Q9M2,45
3644523,Q9M3,46
3644542,Q3M2,27
3644542,Q16M1,65
3644542,Q16M2,66
3644542,Q16M3,67
3644958,Q3M3,28
3654361,Q4M2,30
3654437,Q4M2,30
3655608,Q4M3,31
3656121,Q8M1,41
3656121,Q8M2,42
3656121,Q8M3,43
3656121,Q17M1,68
3656121,Q17M2,69
3656476,Q1,20
3656476,Q7M1,38
3656476,Q7M2,39
3656476,Q7M3,40
3656476,Q8M1,41
3656476,Q8M2,42
3656476,Q8M3,43
3656476,Q9M1,44
3656476,Q9M2,45
3656476,Q9M3,46
3656476,Q11M1,50
3656476,Q11M2,51
3656476,Q11M3,52
3656476,Q12M1,53
3656476,Q12M2,54
3656476,Q12M3,55
3656476,Q13M1,56
3656476,Q13M2,57
3656476,Q13M3,58
3656476,Q15M1,62
3656476,Q15M2,63
3656476,Q15M3,64
3656476,Q16M1,65
3656476,Q16M2,66
3656476,Q16M3,67
3656476,Q17M1,68
3656476,Q17M2,69
3656476,Q17M3,70
3660498,Q4M1,29
3661135,Q2M3,25
3661494,Q1,20
3662838,Q4M1,29
3662838,Q8M1,41
3662838,Q8M2,42
3662838,Q8M3,43
3662838,Q9M1,44
3662838,Q9M2,45
3662838,Q9M3,46
3662838,Q12M1,53
3662838,Q12M2,54
3662838,Q12M3,55
3662838,Q13M1,56
3662838,Q13M2,57
3662838,Q13M3,58
3662838,Q16M1,65
3662838,Q16M2,66
3662838,Q16M3,67
3730378,Q3M1,26
3730953,Q2M1,23
3733346,Q11M1,50
3733537,Q2M2,24
3733628,Q8M2,42
